num,name,category,block,block2,will,rank,pros,NP,CSR,M,C,T,i,,,
796,分众传媒,社会服务业,深市中小板,中小板,应规,B,稳定,451.00 ,30.71 ,11.48 ,10.90 ,7.70 ,0.63 ,,,
797,西藏矿业,采掘业,深市主板,主板,自愿,B,稳定,"5,822.97 ",30.64 ,8.20 ,13.71 ,7.89 ,0.83 ,,,
798,福日电子,批发,沪市主板,主板,自愿,B,稳定,未披露,30.62 ,12.19 ,10.02 ,7.70 ,0.71 ,,,
799,林州重机,机械,深市中小板,中小板,自愿,B,稳定,未披露,30.61 ,11.95 ,10.55 ,7.70 ,0.42 ,,,
800,贵阳银行,金融,沪市主板,主板,自愿,B,消极,未披露,30.61 ,8.67 ,13.54 ,6.22 ,2.19 ,,,
801,动力源,信息技术业,沪市主板,主板,应规,B,稳定,"5,137.00 ",30.60 ,8.91 ,14.06 ,5.13 ,2.50 ,,,
802,电子城,房地产业,沪市主板,主板,应规,B,积极,未披露,30.53 ,13.59 ,9.14 ,7.80 ,0.00 ,,,
803,天广中茂,机械,深市中小板,中小板,自愿,B,稳定,396.64 ,30.45 ,10.08 ,11.43 ,7.70 ,1.25 ,,,
804,宋都股份,房地产业,沪市主板,主板,自愿,B,稳定,-70.84 ,30.43 ,14.06 ,8.79 ,6.81 ,0.77 ,,,
805,登海种业,农,深市中小板,中小板,自愿,B,稳定,411.28 ,30.40 ,11.02 ,11.07 ,7.99 ,0.31 ,,,
806,新经典,传播与文化业,沪市主板,主板,自愿,B,稳定,32.53 ,30.30 ,8.44 ,13.01 ,5.53 ,3.33 ,,,
807,万华化学,石油,沪市主板,主板,应规,B,稳定,240.81 ,30.25 ,9.14 ,13.71 ,7.40 ,0.00 ,,,
808,凤凰光学,机械,沪市主板,主板,自愿,B,稳定,未披露,30.21 ,11.25 ,10.55 ,7.99 ,0.42 ,,,
809,梦舟股份,金属,沪市主板,主板,自愿,B,稳定,-7.47 ,30.19 ,10.55 ,11.07 ,7.80 ,0.77 ,,,
810,大冷股份,机械,深市主板,主板,自愿,B,稳定,未披露,30.10 ,9.38 ,11.78 ,7.70 ,1.25 ,,,
811,青松股份,石油,深市创业板,创业板,自愿,B,稳定,未披露,30.10 ,8.91 ,13.01 ,7.50 ,0.68 ,,,
812,丰山集团,石油,沪市主板,主板,自愿,B,稳定,400.35 ,30.03 ,11.72 ,11.60 ,6.71 ,0.00 ,,,
813,南京高科,房地产业,沪市主板,主板,应规,B,稳定,未披露,30.01 ,8.44 ,12.30 ,8.78 ,0.48 ,,,
814,航民股份,纺织,沪市主板,主板,应规,B,稳定,958.00 ,29.98 ,11.02 ,11.07 ,7.89 ,0.00 ,,,
815,同仁堂,医药,沪市主板,主板,应规,B,积极,未披露,29.97 ,10.08 ,12.13 ,7.50 ,0.27 ,,,
816,阳光照明,机械,沪市主板,主板,应规,B,积极,"1,134.28 ",29.87 ,10.08 ,11.60 ,8.19 ,0.00 ,,,
817,贵绳股份,金属,沪市主板,主板,应规,B,消极,385.00 ,29.87 ,11.25 ,9.67 ,7.80 ,1.15 ,,,
818,洽洽食品,食品,深市中小板,中小板,自愿,B,稳定,25.61 ,29.73 ,11.02 ,10.90 ,7.11 ,0.71 ,,,
819,沃格光电,电子业,沪市主板,主板,自愿,B,稳定,未披露,29.73 ,11.95 ,8.44 ,8.09 ,1.25 ,,,
820,大恒科技,信息技术业,沪市主板,主板,自愿,B,稳定,未披露,29.71 ,9.38 ,12.30 ,5.53 ,2.50 ,,,
821,利达光电,电子业,深市中小板,中小板,自愿,B,稳定,50.64 ,29.57 ,11.25 ,10.72 ,7.60 ,0.00 ,,,
822,中科三环,电子业,深市主板,主板,自愿,B,稳定,未披露,29.53 ,7.97 ,11.78 ,7.70 ,2.08 ,,,
823,冠豪高新,造纸,沪市主板,主板,自愿,B,稳定,未披露,29.50 ,10.08 ,11.43 ,7.99 ,0.00 ,,,
824,西南证券,金融,沪市主板,主板,自愿,B,消极,109.22 ,29.50 ,7.97 ,13.01 ,6.02 ,2.50 ,,,
825,南山铝业,金属,沪市主板,主板,自愿,B,稳定,215.00 ,29.41 ,11.02 ,8.96 ,7.80 ,1.63 ,,,
826,华创阳安,金融,沪市主板,主板,自愿,B,消极,未披露,29.36 ,7.03 ,13.71 ,6.12 ,2.50 ,,,
827,电广传媒,传播与文化业,深市主板,主板,自愿,B,稳定,未披露,29.36 ,10.31 ,11.43 ,3.45 ,4.17 ,,,
828,华正新材,电子业,沪市主板,主板,自愿,B,稳定,未披露,29.34 ,11.25 ,9.67 ,7.80 ,0.63 ,,,
829,新大陆,信息技术业,深市主板,主板,自愿,B,稳定,未披露,29.28 ,9.38 ,13.36 ,5.92 ,0.63 ,,,
830,德新交运,交通运输,沪市主板,主板,自愿,B,稳定,未披露,29.20 ,6.09 ,11.07 ,7.50 ,4.53 ,,,
831,博瑞传播,传播与文化业,沪市主板,主板,应规,B,稳定,未披露,29.18 ,7.50 ,13.36 ,5.82 ,2.50 ,,,
832,浙江东日,社会服务业,沪市主板,主板,应规,B,稳定,未披露,29.17 ,13.13 ,7.56 ,8.49 ,0.00 ,,,
833,上机数控,机械,沪市主板,主板,自愿,B,稳定,未披露,29.12 ,9.84 ,11.95 ,6.91 ,0.42 ,,,
834,时代出版,传播与文化业,沪市主板,主板,应规,B,稳定,未披露,29.05 ,6.56 ,14.06 ,5.92 ,2.50 ,,,
835,有研新材,金属,沪市主板,主板,应规,B,稳定,329.59 ,29.03 ,10.31 ,10.72 ,7.99 ,0.00 ,,,
836,精工钢构,建筑业,沪市主板,主板,应规,B,稳定,82.50 ,28.93 ,11.48 ,10.90 ,5.92 ,0.63 ,,,
837,金自天正,机械,沪市主板,主板,应规,B,稳定,182.00 ,28.76 ,11.48 ,8.96 ,7.89 ,0.42 ,,,
838,信维通信,信息技术业,深市创业板,创业板,应规,B,稳定,21.01 ,28.69 ,7.03 ,13.01 ,5.53 ,3.13 ,,,
839,苏宁环球,房地产业,深市主板,主板,自愿,B,积极,未披露,28.69 ,9.84 ,11.25 ,7.50 ,0.10 ,,,
840,浙商证券,金融,沪市主板,主板,自愿,B,稳定,未披露,28.68 ,8.44 ,13.01 ,4.74 ,2.50 ,,,
841,中航电子,机械,沪市主板,主板,自愿,B,稳定,737.00 ,28.66 ,10.08 ,10.37 ,7.80 ,0.42 ,,,
842,派思股份,机械,沪市主板,主板,自愿,B,稳定,未披露,28.61 ,11.72 ,8.09 ,8.39 ,0.42 ,,,
843,*ST中孚,金属,沪市主板,主板,自愿,B,稳定,未披露,28.52 ,11.02 ,9.14 ,7.40 ,0.96 ,,,
844,永安林业,农,深市主板,主板,自愿,B,稳定,未披露,28.52 ,11.95 ,8.61 ,7.80 ,0.16 ,,,
845,中航重机,机械,沪市主板,主板,自愿,B,稳定,未披露,28.46 ,11.95 ,8.61 ,7.89 ,0.00 ,,,
846,华电重工,信息技术业,沪市主板,主板,应规,B,稳定,未披露,28.33 ,7.97 ,13.36 ,5.13 ,1.88 ,,,
847,金山股份,电力,沪市主板,主板,应规,B,稳定,未披露,28.31 ,10.08 ,8.44 ,7.50 ,2.29 ,,,
848,航天电子,机械,沪市主板,主板,应规,B,稳定,未披露,28.18 ,6.56 ,12.66 ,7.50 ,1.46 ,,,
849,众源新材,金属,沪市主板,主板,自愿,B,稳定,未披露,28.18 ,9.84 ,9.67 ,7.89 ,0.77 ,,,
850,七匹狼,纺织,深市中小板,中小板,自愿,B,稳定,未披露,28.14 ,11.02 ,10.02 ,7.11 ,0.00 ,,,
851,首开股份,房地产业,沪市主板,主板,应规,B,积极,未披露,28.13 ,9.84 ,10.02 ,7.40 ,0.87 ,,,
852,万向德农,农,沪市主板,主板,应规,B,稳定,未披露,28.03 ,9.38 ,10.02 ,7.70 ,0.94 ,,,
853,中信国安,信息技术业,深市主板,主板,自愿,B-,稳定,未披露,27.95 ,7.97 ,11.95 ,5.53 ,2.50 ,,,
854,贵航股份,机械,沪市主板,主板,自愿,B-,稳定,未披露,27.94 ,8.91 ,11.60 ,6.81 ,0.63 ,,,
855,龙净环保,机械,沪市主板,主板,自愿,B-,稳定,未披露,27.85 ,11.02 ,9.14 ,7.70 ,0.00 ,,,
856,圣农发展,农,深市中小板,中小板,自愿,B-,稳定,801.00 ,27.83 ,9.84 ,9.14 ,7.60 ,1.25 ,,,
857,美利云,造纸,深市主板,主板,自愿,B-,稳定,未披露,27.70 ,10.08 ,10.02 ,7.60 ,0.00 ,,,
858,红星发展,石油,沪市主板,主板,应规,B-,积极,未披露,27.56 ,7.27 ,11.43 ,7.50 ,1.36 ,,,
859,宁波热电,电力,沪市主板,主板,自愿,B-,稳定,115.93 ,27.47 ,8.44 ,9.14 ,7.60 ,2.29 ,,,
860,万里股份,机械,沪市主板,主板,自愿,B-,稳定,154.46 ,27.46 ,10.55 ,8.79 ,7.50 ,0.63 ,,,
861,中国长城,信息技术业,深市主板,主板,自愿,B-,稳定,未披露,27.44 ,8.44 ,11.60 ,5.53 ,1.88 ,,,
862,中文传媒,传播与文化业,沪市主板,主板,应规,B-,稳定,未披露,27.42 ,10.31 ,11.25 ,3.36 ,2.50 ,,,
863,湖南盐业,食品,沪市主板,主板,自愿,B-,稳定,"1,619.00 ",27.39 ,7.97 ,11.60 ,7.11 ,0.71 ,,,
864,平潭发展,农,深市主板,主板,自愿,B-,稳定,未披露,27.11 ,10.08 ,8.96 ,7.60 ,0.47 ,,,
865,好当家,农,沪市主板,主板,自愿,B-,稳定,未披露,27.05 ,11.02 ,7.91 ,7.50 ,0.63 ,,,
866,星辉娱乐,信息技术业,深市创业板,创业板,自愿,B-,稳定,62.04 ,27.01 ,8.44 ,12.66 ,5.92 ,0.00 ,,,
867,新开普,信息技术业,深市创业板,创业板,自愿,B-,稳定,未披露,26.86 ,8.44 ,11.25 ,5.92 ,1.25 ,,,
868,*ST金岭,采掘业,深市主板,主板,自愿,B-,稳定,未披露,26.83 ,7.97 ,10.02 ,7.80 ,1.04 ,,,
869,江苏租赁,金融,沪市主板,主板,自愿,B-,稳定,未披露,26.80 ,8.44 ,11.60 ,3.95 ,2.81 ,,,
870,成都银行,金融,沪市主板,主板,自愿,B-,消极,"1,187.00 ",26.61 ,7.27 ,10.72 ,6.12 ,2.50 ,,,
871,五矿资本,金融,沪市主板,主板,自愿,B-,积极,未披露,26.60 ,8.91 ,11.25 ,3.95 ,2.50 ,,,
872,万通地产,房地产业,沪市主板,主板,应规,B-,积极,"2,249.00 ",26.56 ,11.48 ,7.38 ,7.70 ,0.00 ,,,
873,太平洋,金融,沪市主板,主板,应规,B-,稳定,未披露,26.49 ,7.50 ,11.95 ,4.54 ,2.50 ,,,
874,新文化,传播与文化业,深市创业板,创业板,自愿,B-,稳定,未披露,26.42 ,7.50 ,10.90 ,5.53 ,2.50 ,,,
875,新湖中宝,房地产业,沪市主板,主板,自愿,B-,稳定,31.62 ,26.41 ,10.08 ,8.44 ,7.89 ,0.00 ,,,
876,盛屯矿业,采掘业,沪市主板,主板,自愿,B-,稳定,未披露,26.31 ,10.31 ,7.56 ,7.40 ,1.04 ,,,
877,格尔软件,信息技术业,沪市主板,主板,自愿,B-,积极,未披露,26.31 ,7.03 ,12.30 ,5.72 ,1.25 ,,,
878,天地科技,机械,沪市主板,主板,应规,B-,稳定,未披露,26.28 ,9.61 ,8.44 ,7.40 ,0.83 ,,,
879,凤凰传媒,传播与文化业,沪市主板,主板,应规,B-,积极,960.00 ,26.23 ,8.44 ,11.25 ,4.05 ,2.50 ,,,
880,国睿科技,信息技术业,沪市主板,主板,自愿,B-,稳定,未披露,26.11 ,7.97 ,9.49 ,5.53 ,3.13 ,,,
881,威唐工业,机械,深市创业板,创业板,自愿,B-,稳定,未披露,26.11 ,12.42 ,5.98 ,7.50 ,0.21 ,,,
882,光迅科技,信息技术业,深市中小板,中小板,自愿,B-,稳定,未披露,26.07 ,8.44 ,11.25 ,5.13 ,1.25 ,,,
883,宝胜股份,机械,沪市主板,主板,应规,B-,稳定,未披露,25.97 ,11.25 ,6.50 ,7.80 ,0.42 ,,,
884,华丽家族,房地产业,沪市主板,主板,自愿,B-,积极,未披露,25.96 ,10.55 ,7.91 ,7.50 ,0.00 ,,,
885,宁波联合,批发,沪市主板,主板,自愿,B-,积极,19.83 ,25.67 ,9.14 ,8.44 ,8.09 ,0.00 ,,,
886,紫金银行,金融,沪市主板,主板,自愿,B-,稳定,248.45 ,25.66 ,9.38 ,11.25 ,3.16 ,1.88 ,,,
887,*ST智慧,信息技术业,沪市主板,主板,自愿,B-,积极,未披露,25.60 ,8.44 ,9.14 ,5.53 ,2.50 ,,,
888,卫宁健康,信息技术业,深市创业板,创业板,应规,B-,积极,未披露,25.52 ,6.56 ,11.95 ,5.13 ,1.88 ,,,
889,世运电路,信息技术业,沪市主板,主板,自愿,B-,稳定,303.31 ,25.41 ,8.44 ,10.20 ,5.53 ,1.25 ,,,
890,青海华鼎,机械,沪市主板,主板,应规,B-,稳定,226.00 ,25.40 ,10.55 ,7.03 ,7.40 ,0.42 ,,,
891,中体产业,房地产业,沪市主板,主板,自愿,B-,积极,未披露,25.37 ,11.72 ,6.15 ,7.50 ,0.00 ,,,
892,人民网,传播与文化业,沪市主板,主板,应规,B-,消极,未披露,25.18 ,10.31 ,9.84 ,3.36 ,1.67 ,,,
893,莱克电气,机械,沪市主板,主板,自愿,CCC,稳定,未披露,24.93 ,10.08 ,6.86 ,7.99 ,0.00 ,,,
894,中油资本,金融,深市主板,主板,应规,CCC,稳定,未披露,24.49 ,8.91 ,10.55 ,3.16 ,1.88 ,,,
895,四川长虹,电子业,沪市主板,主板,自愿,CCC,稳定,未披露,24.47 ,6.33 ,10.55 ,7.60 ,0.00 ,,,
896,神州泰岳,信息技术业,深市创业板,创业板,自愿,CCC,消极,未披露,24.37 ,8.91 ,9.32 ,5.53 ,0.63 ,,,
897,新疆浩源,电力,深市中小板,中小板,自愿,CCC,稳定,未披露,24.32 ,6.09 ,8.96 ,7.60 ,1.67 ,,,
898,新华网,信息技术业,沪市主板,主板,自愿,CCC,消极,未披露,24.30 ,10.31 ,7.73 ,3.75 ,2.50 ,,,
899,方正科技,信息技术业,沪市主板,主板,自愿,CCC,稳定,未披露,24.16 ,6.56 ,10.20 ,5.53 ,1.88 ,,,
900,城市传媒,传播与文化业,沪市主板,主板,自愿,CCC,消极,未披露,23.91 ,6.56 ,10.55 ,5.13 ,1.67 ,,,
901,电魂网络,信息技术业,沪市主板,主板,自愿,CCC,稳定,未披露,23.84 ,6.56 ,10.90 ,5.13 ,1.25 ,,,
902,出版传媒,传播与文化业,沪市主板,主板,自愿,CCC,消极,129.67 ,23.83 ,7.50 ,10.37 ,3.45 ,2.50 ,,,
903,榕基软件,信息技术业,深市中小板,中小板,自愿,CCC,稳定,未披露,23.50 ,6.56 ,9.14 ,5.92 ,1.88 ,,,
904,锦龙股份,金融,深市主板,主板,自愿,CCC,稳定,未披露,23.50 ,7.97 ,10.02 ,3.95 ,1.56 ,,,
905,文投控股,传播与文化业,沪市主板,主板,自愿,CCC,消极,未披露,23.45 ,7.03 ,8.79 ,5.13 ,2.50 ,,,
906,海格通信,信息技术业,深市中小板,中小板,自愿,CCC,消极,未披露,23.26 ,7.03 ,8.44 ,5.92 ,1.88 ,,,
907,石基信息,信息技术业,深市中小板,中小板,自愿,CCC,消极,未披露,23.14 ,8.91 ,8.09 ,5.53 ,0.63 ,,,
908,国新健康,信息技术业,深市主板,主板,应规,CCC,稳定,未披露,22.28 ,6.09 ,8.79 ,5.53 ,1.88 ,,,
909,皖通科技,信息技术业,深市中小板,中小板,自愿,CCC,消极,未披露,22.21 ,7.50 ,8.79 ,5.92 ,0.00 ,,,
910,中粮资本,金融,深市中小板,中小板,自愿,CCC,消极,未披露,22.14 ,7.97 ,9.14 ,3.16 ,1.88 ,,,
911,京泉华,信息技术业,深市中小板,中小板,自愿,CCC,稳定,未披露,21.77 ,7.50 ,9.14 ,5.13 ,0.00 ,,,
912,天宸股份,综合类,沪市主板,主板,应规,CCC,稳定,未披露,21.69 ,9.38 ,4.69 ,7.63 ,-,,,
913,联发股份,纺织,深市中小板,中小板,自愿,CCC,消极,未披露,21.64 ,6.33 ,7.91 ,7.40 ,0.00 ,,,
914,*ST上普,信息技术业,沪市主板,主板,自愿,CCC,稳定,未披露,21.31 ,6.09 ,8.44 ,5.53 ,1.25 ,,,
915,九鼎投资,金融,沪市主板,主板,自愿,CCC,稳定,未披露,21.13 ,7.50 ,8.44 ,3.95 ,1.25 ,,,
916,晶方科技,信息技术业,沪市主板,主板,自愿,CCC,稳定,未披露,21.04 ,7.03 ,8.09 ,5.92 ,0.00 ,,,
917,南方传媒,传播与文化业,沪市主板,主板,自愿,CCC,稳定,未披露,20.84 ,8.44 ,7.03 ,4.54 ,0.83 ,,,
918,国民技术,信息技术业,深市创业板,创业板,自愿,CCC,稳定,未披露,20.72 ,6.56 ,7.38 ,5.53 ,1.25 ,,,
919,浙江广厦,房地产业,沪市主板,主板,自愿,CCC,消极,未披露,20.67 ,9.14 ,3.34 ,8.19 ,0.00 ,,,
920,掌趣科技,信息技术业,深市创业板,创业板,自愿,CCC,消极,未披露,20.61 ,7.03 ,7.03 ,5.92 ,0.63 ,,,
921,富春股份,信息技术业,深市创业板,创业板,自愿,CCC,稳定,未披露,20.60 ,6.09 ,7.73 ,5.53 ,1.25 ,,,
922,顾家家居,木材,沪市主板,主板,自愿,CCC,稳定,未披露,20.60 ,6.56 ,7.03 ,7.01 ,0.00 ,,,
923,乐惠国际,机械,沪市主板,主板,自愿,CC,稳定,989.36 ,19.71 ,6.09 ,5.80 ,7.40 ,0.42 ,,,
924,同方股份,信息技术业,沪市主板,主板,应规,CC,稳定,未披露,19.66 ,6.09 ,7.38 ,4.93 ,1.25 ,,,
925,软控股份,信息技术业,深市中小板,中小板,自愿,CC,稳定,未披露,19.28 ,7.03 ,6.33 ,5.92 ,0.00 ,,,
926,ST慧球,信息技术业,沪市主板,主板,自愿,CC,稳定,未披露,19.28 ,6.09 ,7.03 ,5.53 ,0.63 ,,,
927,天茂集团,金融,深市主板,主板,自愿,CC,消极,未披露,18.98 ,7.97 ,6.33 ,3.75 ,0.94 ,,,
928,睿能科技,信息技术业,沪市主板,主板,自愿,CC,稳定,未披露,18.85 ,7.03 ,5.27 ,5.92 ,0.63 ,,,
929,中广天择,传播与文化业,沪市主板,主板,自愿,CC,稳定,未披露,18.73 ,7.03 ,3.87 ,5.33 ,2.50 ,,,
930,中南传媒,传播与文化业,沪市主板,主板,应规,CC,消极,未披露,18.63 ,6.09 ,6.68 ,3.36 ,2.50 ,,,
931,国脉科技,信息技术业,深市中小板,中小板,自愿,CC,稳定,未披露,18.34 ,5.16 ,7.03 ,5.53 ,0.63 ,,,
932,昆仑万维,信息技术业,深市创业板,创业板,自愿,CC,稳定,未披露,18.11 ,6.56 ,5.63 ,5.92 ,0.00 ,,,
933,中文在线,传播与文化业,深市创业板,创业板,自愿,CC,消极,未披露,18.04 ,6.56 ,5.63 ,3.36 ,2.50 ,,,
934,瑞斯康达,信息技术业,沪市主板,主板,自愿,CC,稳定,未披露,17.99 ,6.09 ,5.98 ,5.92 ,0.00 ,,,
935,凯乐科技,信息技术业,沪市主板,主板,应规,CC,稳定,未披露,17.79 ,5.63 ,7.03 ,5.13 ,0.00 ,,,
936,*ST富控,信息技术业,沪市主板,主板,自愿,CC,稳定,未披露,17.60 ,6.09 ,5.98 ,5.53 ,0.00 ,,,
937,星网锐捷,信息技术业,深市中小板,中小板,自愿,CC,消极,未披露,17.13 ,7.03 ,4.57 ,5.53 ,0.00 ,,,
938,深南股份,信息技术业,深市中小板,中小板,自愿,CC,稳定,未披露,16.81 ,6.09 ,5.98 ,4.74 ,0.00 ,,,
939,*ST众和,纺织,深市中小板,中小板,自愿,CC,稳定,未披露,16.40 ,10.31 ,1.05 ,5.03 ,0.00 ,,,
940,科信技术,信息技术业,深市创业板,创业板,自愿,CC,稳定,未披露,15.99 ,5.63 ,5.63 ,4.74 ,0.00 ,,,
941,京城股份,机械,沪市主板,主板,自愿,CC,稳定,未披露,15.90 ,1.88 ,7.56 ,5.43 ,1.04 ,,,
942,恺英网络,信息技术业,深市中小板,中小板,自愿,CC,稳定,未披露,15.72 ,5.63 ,4.57 ,5.53 ,0.00 ,,,
